text,emotion,dialog_idx,utterance_idx,speaker,act,cleaned_text,original_emotion,mapped_emotion,emotion_id,is_augmented
"I'm sorry, sir, but may I see your driver's licence and insurance policy, please? I have to give you a ticket.",depression,1569,4,1,directive,"I really feel i am sorry, sir, but may i see your driver's licence and insurance policy, please? i have to give you a ticket.",sadness,depression,0,True
I am from California in the United States. But I am now studying in England.,calm_neutral,1036,8,0,inform,I am from California in the United States. But I am now studying in England.,no emotion,calm_neutral,11,False
"Thanks. Let me see. Umm I think there's a mistake on the bill here. Would you mind checking, please?",happiness,324,2,1,directive,"Thanks. Let me see. Umm I think there is a mistake on the bill here. Would you mind checking, please?. This has been going on for a while",happiness,happiness,8,True
"Sorry, I'm afraid that I've got plans tonight.",calm_neutral,1024,1,0,inform,"Sorry, I am afraid that I have got plans tonight.",no emotion,calm_neutral,11,False
Cute? Hope so.,excitement,1402,5,0,question,Cute? Hope so.,surprise,excitement,10,False
"Really? Umm, does she live here in Seattle?",excitement,488,2,0,question,"Really? Umm, does she live here in Seattle?",surprise,excitement,10,False
Hong Kong again. I would like to go somewhere different for a change.,anger,1899,2,1,inform,"Lately, hong kong again. i would like to go somewhere different for a change.",disgust,anger,3,True
His name is not fat boy! You can be so rude sometimes.,anger,800,5,1,inform,His name is not fat boy! You can be so rude sometimes.,anger,anger,3,False
That's good. So I guess I'll have to make an appointment to see you.,happiness,2111,8,1,directive,That is good. So I guess I will have to make an appointment to see you.,happiness,happiness,8,False
Fifty dollars. That's too much.,excitement,1066,6,0,inform,Fifty dollars. That is too much.,surprise,excitement,10,False
We considered you very carefully but the other candidate has more experience.,calm_neutral,1964,4,1,inform,We considered you very carefully but the other candidate has more experience.,no emotion,calm_neutral,11,False
I dislike it most.,anger,1235,5,1,inform,I dislike it most.,disgust,anger,3,False
"Yes, in the Chinese style.",calm_neutral,858,9,0,inform,"Yes, in the Chinese style.",no emotion,calm_neutral,11,False
A barber shop?!,excitement,1140,8,0,inform,A barber shop?!,surprise,excitement,10,False
Sure. As many as you want.,happiness,766,12,0,commissive,Sure. As many as you want.,happiness,happiness,8,False
Is he really?,excitement,719,1,0,question,Is he really?,surprise,excitement,10,False
Perhaps. I'm dead tired.,depression,683,4,0,inform,Perhaps. I am dead tired.,sadness,depression,0,False
Peter! Pack them. Don't read them.,anger,326,5,1,directive,Peter! Pack them. Do not read them.,anger,anger,3,False
Maybe. But it still gets on my nerves.,depression,1966,5,0,inform,Maybe. But it still gets on my nerves.,sadness,depression,0,False
You've been promoted? when did that happen?,excitement,1745,5,0,question,You have been promoted? when did that happen?,surprise,excitement,10,False
That's not too far away. Umm do you think I'll get a visa?,calm_neutral,2384,7,1,question,That is not too far away. Umm do you think I will get a visa?,no emotion,calm_neutral,11,False
"I've made a tough decision, sir. Here's my resignation.",depression,623,2,1,directive,"I have made a tough decision, sir. Here is my resignation.",sadness,depression,0,False
It's almost ready. Can you set the table?,calm_neutral,449,1,1,directive,It is almost ready. Can you set the table?,no emotion,calm_neutral,11,False
"Me, too, I can’t stop scratching. They are everywhere! Sneaky little jerks.",anger,2388,1,1,inform,"Me, too, I cannot stop scratching. They are everywhere! Sneaky little jerks.",disgust,anger,3,False
Not as much as I'd like to. Usually just on holidays like Thanksgiving and Christmas.,calm_neutral,2402,13,1,inform,Not as much as I would like to. Usually just on holidays like Thanksgiving and Christmas.,no emotion,calm_neutral,11,False
"Oh, no! I'm leaving for Japan at eleven this morning.",excitement,1241,2,0,inform,"Oh, no! I am leaving for Japan at eleven this morning.",surprise,excitement,10,False
I'd like to call on you this weekend. I just want to drop in for a chat.,happiness,1101,8,0,directive,I would like to call on you this weekend. I just want to drop in for a chat.,happiness,happiness,8,False
How about a spicy tofu and vegetable stir-fry?,calm_neutral,224,12,0,commissive,How about a spicy tofu and vegetable stir-fry?,no emotion,calm_neutral,11,False
Would you like some of coffee?,calm_neutral,769,2,1,question,Would you like some of coffee?,no emotion,calm_neutral,11,False
I just don't like my hair.,anger,762,8,1,inform,I just do not like my hair.,disgust,anger,3,False
You're welcome.,happiness,2425,10,1,inform,You are welcome.,happiness,happiness,8,False
"We have Techne, and it is available in lotion or cream.",calm_neutral,2214,3,1,inform,"We have Techne, and it is available in lotion or cream.",no emotion,calm_neutral,11,False
OK. Let's get something to drink.,happiness,1770,8,0,directive,OK. Let us get something to drink.,happiness,happiness,8,False
Sorry. You can only pay in cash.,depression,479,5,0,inform,Sorry. You can only pay in cash.,sadness,depression,0,False
Oops! It's the landlord. I guess the tables have turned now. We're the noisy neighbors. Turn it down!,excitement,2288,5,1,directive,Oops! It is the landlord. I guess the tables have turned now. We are the noisy neighbors. Turn it down!,surprise,excitement,10,False
You mean that I won't get a raise until the recession ends?,anger,294,6,0,question,You mean that I will not get a raise until the recession ends?,disgust,anger,3,False
"My dear, it's five flights up!",excitement,2529,0,1,inform,"My dear, it is five flights up!",surprise,excitement,10,False
A crazy language? Why do you say that?,excitement,1426,5,0,question,A crazy language? Why do you say that?,surprise,excitement,10,False
I just don't like my hair.,anger,762,8,1,inform,I just do not like my hair.,disgust,anger,3,False
Oh! I hate rainy days!,anger,1222,2,0,inform,Oh! I hate rainy days!,disgust,anger,3,False
I had a bad day yesterday.,depression,1380,1,1,inform,I had a bad day yesterday.,sadness,depression,0,False
"No. Actually, I'm based in Shanghai. I'm just here for the conference. So, T&D eh...",calm_neutral,859,8,0,inform,"I really feel no. actually, i am based in shanghai. i am just here for the conference. so, t&d eh...",no emotion,calm_neutral,11,True
Really? Then just ask her to follow me.,excitement,1925,4,1,question,Really? Then just ask her to follow me.,surprise,excitement,10,False
Oh. My God! Are you serious?,excitement,799,3,1,question,Oh. My God! Are you serious?,surprise,excitement,10,False
I honestly think it looks great.,happiness,1695,6,1,inform,I honestly think it looks great.,happiness,happiness,8,True
How beautiful the flower is!,happiness,1915,0,0,inform,How beautiful the flower is!,happiness,happiness,8,False
You can say that again! He won't even let us check our personal email at work!,anger,1484,8,1,inform,You can say that again! He will not even let us check our personal email at work!,anger,anger,3,False
I'm frustrated.,depression,795,0,0,inform,I am frustrated.,sadness,depression,0,False
"Oh, that's too bad. Should I call a doctor ?",depression,883,2,0,question,"Oh, that is too bad. Should I call a doctor ?",sadness,depression,0,False
That's horrible. Was that the first time you'd shown up late to work?,anger,153,6,1,question,That is horrible. Was that the first time you would shown up late to work?,anger,anger,3,False
"Really, Mary, you’re horrible.",anger,703,6,0,inform,"Really, Mary, you are horrible.",anger,anger,3,False
He is not answering. You'd better check his pulse and breathing.,anxiety,433,3,0,directive,He is not answering. You would better check his pulse and breathing.,fear,anxiety,1,False
You're leaving so soon? I wish you stayed a little longer.,excitement,589,1,0,question,You are leaving so soon? I wish you stayed a little longer.,surprise,excitement,10,False
Rita. Nice to meet you.,calm_neutral,139,5,0,inform,Rita. Nice to meet you.,no emotion,calm_neutral,11,False
"You've just scratched my car. Oh, God, a paint was scratched off.",anger,2517,2,1,inform,"Honestly, You have just scratched my car. Oh, God, a paint was scratched off.",anger,anger,3,True
Come on. Don’t hesitate.,calm_neutral,1572,3,1,inform,Come on. Do not hesitate.,no emotion,calm_neutral,11,False
Stay away from me.,anger,28,1,0,inform,Stay away from me.,anger,anger,3,False
"Oh, this one is perfect.",anger,517,9,0,commissive,"Oh, this one is perfect.",anger,anger,3,False
Caterpillar fungus?! What the heck is that?,excitement,335,4,0,question,Caterpillar fungus?! What the heck is that?,surprise,excitement,10,False
Everything seems to be getting worse. I don't know what to do with it.,anger,974,1,0,inform,Everything seems to be getting worse. I do not know what to do with it.,disgust,anger,3,False
"You have a choice of vegetables, green peas, lima beans or spinach.",calm_neutral,1947,2,1,commissive,"Lately, you have a choice of vegetables, green peas, lima beans or spinach.",no emotion,calm_neutral,11,True
Ahahah! What is that thing on your couch! It just moved!,excitement,2409,0,0,question,Ahahah! What is that thing on your couch! It just moved!,surprise,excitement,10,False
"Oh, I'm very sorry about that. You can change it for another one if you prefer.",depression,857,3,0,inform,"Oh, I am very sorry about that. You can change it for another one if you prefer.",sadness,depression,0,False
"Oh, My God! So much!",anger,30,7,1,commissive,"Oh, My God! So much!",disgust,anger,3,False
I think I'm going to look for another job. I need to find a boss that is a bit more sensitive and optimistic.,calm_neutral,153,11,0,inform,I think I am going to look for another job. I need to find a boss that is a bit more sensitive and optimistic.,no emotion,calm_neutral,11,False
Is she really? I can’t believe it!,excitement,1347,1,1,question,Is she really? I cannot believe it!,surprise,excitement,10,False
Wow. That sounds like a lot of fun. I am sorry I missed it.,depression,1663,6,1,inform,Wow. That sounds like a lot of fun. I am sorry I missed it.,sadness,depression,0,False
"Thank you, Joe. What would you like to drink with your meal? I can offer you wine, mango juice, or water.",happiness,758,1,1,inform,"Thank you, Joe. What would you like to drink with your meal? I can offer you wine, mango juice, or water.",happiness,happiness,8,False
You can't be serious.,excitement,657,4,1,inform,"Honestly, You cannot be serious.",surprise,excitement,10,True
"No, we got no receipt, but we paid on the spot.",anger,2540,6,0,inform,"No, we got no receipt, but we paid on the spot.",anger,anger,3,False
"Yes, me too. I think I’ve lost some important clients recently because of this train!",anger,560,3,1,inform,"Yes, me too. I think I have lost some important clients recently because of this train!",anger,anger,3,False
