text,emotion,dialog_idx,utterance_idx,speaker,act
"Just nice water, thanks.",happiness,770,13,1,inform
I know you have a son. How old is he?,no emotion,771,0,0,question
He's going to turn six next month.,no emotion,771,1,1,inform
Who is looking after him?,no emotion,771,2,0,question
My mother-in - law. She retired last year.,no emotion,771,3,1,inform
You really are lucky!,happiness,771,4,0,inform
"Yeah, I know.",happiness,771,5,1,inform
"Hello, umm, is there anything I can do for you?",no emotion,772,0,0,question
Yes. I would like to check in.,no emotion,772,1,1,directive
Have you made a reservation?,no emotion,772,2,0,question
Yes. I am Belen.,no emotion,772,3,1,inform
So your room number is two-o-one. Are you a member of our hotel?,no emotion,772,4,0,question
"No, what's the difference?",no emotion,772,5,1,question
"Well, we offer a ten percent charge for our members.",no emotion,772,6,0,inform
I am considering going for the new job that was posted yesterday.,no emotion,773,0,1,inform
Are you certain that that is what you want to do?,no emotion,773,1,0,question
"It may not be the best choice for me, but I am considering it.",no emotion,773,2,1,inform
Why do you think that this would be a good move?,no emotion,773,3,0,question
I believe that this job would allow me to move up but might be a little boring for me.,no emotion,773,4,1,inform
"Yes, there are always pros and cons to making a career change.",no emotion,773,5,0,inform
"Also, the matter of pay is also a consideration.",no emotion,773,6,1,inform
I think the slight pay decrease might be worth it. The benefits are much better.,no emotion,773,7,0,inform
"Yes, sometimes giving up a little to move forward is the best choice.",no emotion,773,8,1,inform
Umm...I think you should definitely apply for the position.,no emotion,773,9,0,inform
Excuse me. You can't leave your car here.,no emotion,774,0,1,inform
"Oh, but I Just want to pick up a package. It won't take long.",no emotion,774,1,0,inform
I'm afraid you'll have to find a parking meter.,sadness,774,2,1,directive
Can I park here just for a second?,no emotion,774,3,0,directive
"No, sir. Umm, I'm sorry you can't.",sadness,774,4,1,commissive
Whoa! This is a massive flea market!,happiness,775,0,0,inform
You're telling me! There are thousands of people here.,happiness,775,1,1,inform
And hundreds of booths-all filled with different kinds of stuff.,happiness,775,2,0,inform
This is almost like a Taiwanese night market! I can't believe it!,happiness,775,3,1,inform
"You can't buy much more, Wei! You already have enough to fill two boxes to send back to Taiwan.",happiness,775,4,0,inform
"Oh, yeah. OK. I'll just buy small things!",happiness,775,5,1,inform
We will go to climb up the hill tomorrow. Let's go to supermarket to buy some food.,no emotion,776,0,1,directive
"Yes, we can have a picnic on the top of the hill.",happiness,776,1,0,commissive
What should we buy?,no emotion,776,2,1,question
Let me see. We should go to buy some fruit first.,no emotion,776,3,0,inform
It is heavy and not convenient to take them to the top.,no emotion,776,4,1,inform
How about taking a cantaloupe? It is light and sweet. Children love it.,no emotion,776,5,0,directive
Good idea. We can buy some candy and nuts for children.,happiness,776,6,1,commissive
"Yes. Look, cashew, peanuts, assorted biscuits, chocolate, canned goods, anything else?",no emotion,776,7,0,question
That's enough for the kids. Get some drinks.,no emotion,776,8,1,inform
Definitely beer. Two bottles.,no emotion,776,9,0,inform
Right. We should buy some yoghurt for kids.,no emotion,776,10,1,inform
Yes. Shall we buy some saucers? It will be used during our picnic.,no emotion,776,11,0,question
OK. Four saucers. We can buy some custard tarts tomorrow morning.,no emotion,776,12,1,inform
Let's go to queue up. There are so many people in the lines.,no emotion,776,13,0,directive
"Where to, madam?",no emotion,777,0,0,question
"Grand Central Station, please. I want to catch a six p.m. train.",no emotion,777,1,1,inform
I think you'll make it if we don't get stuck in a traffic jam.  Here is the Grand Central Station.,no emotion,777,2,0,inform
Thank you. How much is the fare?,no emotion,777,3,1,question
The meter reads nine point one five dollars.,no emotion,777,4,0,inform
Here you are. Keep the change.,no emotion,777,5,1,inform
Thank you.,no emotion,777,6,0,inform
What can I do for you?,no emotion,778,0,1,question
Do you have any blue shirts?,no emotion,778,1,0,question
Yes. What's your size?,no emotion,778,2,1,question
I'm not familiar with American size.,no emotion,778,3,0,inform
All right. Let me see. I think you'd wear a size eight. This shirt is size eight.,no emotion,778,4,1,inform
It's pretty. May I try it on?,happiness,778,5,0,directive
Sure. The fitting room is over there.,no emotion,778,6,1,commissive
Thank you.,happiness,778,7,0,inform
I'm back.,no emotion,779,0,1,inform
What have you done?,no emotion,779,1,0,question
Going shopping. It tires me too much.,no emotion,779,2,1,inform
Why don't you go shopping online?,no emotion,779,3,0,question
Can I?,surprise,779,4,1,question
Why not? Umm let me recommend a website.,no emotion,779,5,0,directive
OK. What does it sell?,no emotion,779,6,1,question
It sells almost everything you can see in the department.,no emotion,779,7,0,inform
That's great.,happiness,779,8,1,commissive
I would like to have a custom-made skirt.,no emotion,780,0,1,directive
May I take your size?,no emotion,780,1,0,directive
OK. I want it a bit close around the waist.,no emotion,780,2,1,directive
No problem.,no emotion,780,3,0,commissive
How long will it take?,no emotion,780,4,1,question
About a week.,no emotion,780,5,0,inform
What’s the charge for the tailoring?,no emotion,780,6,1,question
Twenty yuan for a skirt.,no emotion,780,7,0,inform
I like Chinese food.,no emotion,781,0,1,inform
"I like Chinese food, too. I like dumplings best.",happiness,781,1,0,inform
"At school, we sometimes have Chinese food for lunch.",no emotion,781,2,1,inform
That's good. We eat Chinese food only at the Chinese restaurant.,happiness,781,3,0,inform
My mother can make some Chinese food.,no emotion,781,4,1,inform
Really? That's wonderful!,happiness,781,5,0,question
Hello. I'd like to speak to Susan.,no emotion,782,0,0,directive
"I'm sorry, but there's no one here by that name.",no emotion,782,1,1,commissive
Isn't this the Whites?,no emotion,782,2,0,question
"Yes, this is. What number are you calling?",no emotion,782,3,1,question
I'm calling six-six-six-seven-seven-seven-seven. Maybe my finger slipped and I touched the wrong number.,no emotion,782,4,0,inform
Sure it is. This is six-six-six-six-seven-seven-seven.,no emotion,782,5,1,inform
"Oh, sorry to have you bothered.",sadness,782,6,0,inform
It doesn't matter. Bye-bye!,no emotion,782,7,1,inform
Is there any ticket for New York left? I want to go coach.,no emotion,783,0,1,directive
SW one-thirteen leaves at thirteen:twenty five. Would you want one?,no emotion,783,1,0,question
Yes. What's the fare?,no emotion,783,2,1,question
Eighty eight dollars for a single ticket.,no emotion,783,3,0,inform
"Well, I thought it was eighty three dollars.",no emotion,783,4,1,inform
Yes. From October first we have to charge every passenger five dollars for the airport tax.,no emotion,783,5,0,inform
See. Here is the money.,no emotion,783,6,1,inform
Hi Britney. What are you doing with all of your clothes on your bed?,no emotion,784,0,0,question
Umm I'm trying to decide what to wear to school the first day.,no emotion,784,1,1,inform
Oh. Mom didn't tell you?,no emotion,784,2,0,question
Didn't tell me what? What?,surprise,784,3,1,question
This Bs' school you're going to is going to make your life easy.,no emotion,784,4,0,inform
What are you talking about brother? Spill it.,no emotion,784,5,1,question
"Uniforms, sis, no more worrying about appearances!",happiness,784,6,0,inform
You mean I have to wear the same thing every day? MOM!,surprise,784,7,1,question
"Hi there, I want to reserve a hotel room.",no emotion,785,0,0,directive
"No problem at all. Could I have your full name, please?",no emotion,785,1,1,directive
"Sure, John Sandals.",no emotion,785,2,0,commissive
"Hi, Mr. Sandals. I'm Michelle, at your service. When do you need the room?",no emotion,785,3,1,question
Umm my plans are to be there April fourteenth to the seventeenth.,no emotion,785,4,0,inform
"We have new room rates, sir. Will that be acceptable to you?",no emotion,785,5,1,directive
"Well, it depends on the price, of course. What is it?",no emotion,785,6,0,question
It's three o eight dollars a night.,no emotion,785,7,1,inform
I have no problem with that.,no emotion,785,8,0,commissive
Great! Would you prefer smoking or nonsmoking?,no emotion,785,9,1,question
Definitely nonsmoking. I can't handle that smell.,no emotion,785,10,0,directive
"Nonsmoking. Now, is a queen-size bed OK?",no emotion,785,11,1,directive
No problem.,no emotion,785,12,0,commissive
"Great, Mr. Sandals. Your reservation is confirmed. Now all I need is your phone number.",no emotion,785,13,1,directive
Of course! It's area code six two six five five five one seven three nine.,no emotion,785,14,0,commissive
"Thank you so much, Mr. Sandals. We look forward to seeing you!",happiness,785,15,1,inform
"Excuse me, can you tell me the name of the book you read?",no emotion,786,0,0,question
Harry Potter.,no emotion,786,1,1,inform
Harry Potter? Is that book funny?,no emotion,786,2,0,question
"Actually, the language itself is not so funny, but you can imagine the scene, that's funny.",no emotion,786,3,1,inform
Got it.,no emotion,786,4,0,inform
Have you ever read this book before?,no emotion,786,5,1,question
"No, but my little brother likes it very much.",no emotion,786,6,0,inform
Umm it's really a good book. You will like it too.,no emotion,786,7,1,directive
"I'll try to read it. Actually, I like literature very much.",no emotion,786,8,0,commissive
"Wow, that sounds like a scholar. By the way, who's your favorite writer?",no emotion,786,9,1,question
Jane Austen.,no emotion,786,10,0,inform
Me too. Pride and Prejudice is my favorite.,no emotion,786,11,1,inform
I like it too. But Sense and Sensibility is my favorite.,no emotion,786,12,0,inform
"Daniel, have you ever heard about the wildlife sanctuary?",no emotion,787,0,1,question
Is that different from this kind of zoo?,no emotion,787,1,0,question
"Yes, of course.",no emotion,787,2,1,inform
So tell me about it!,no emotion,787,3,0,inform
"There are a lot of wild animals in that place, and also some special rules while visiting.",no emotion,787,4,1,inform
Special rules?,no emotion,787,5,0,question
"There, you only have two ways for visiting.",no emotion,787,6,1,inform
Details?,no emotion,787,7,0,question
"On their bus or in your own cars, and you won't be allowed to get off the bus until you reach the special region.",no emotion,787,8,1,inform
Umm why not?,no emotion,787,9,0,question
Because it is dangerous to get out of the car or bus. You can just imagine how fierce the wild animals can be.,no emotion,787,10,1,inform
That makes sense. But that sounds interesting. Is there one in Beijing too?,no emotion,787,11,0,question
I prefer to go there next time.,no emotion,787,13,0,inform
"Yeah, sure, you won't be disappointed.",no emotion,787,14,1,inform
What are we going to do? I can't get the car out of this ditch. I'm stuck!,anger,788,0,0,question
"I'm worried, Tom. I haven't seen any other cars for almost an hour.",no emotion,788,1,1,inform
Umm I know. This is terrible. What can we do? This snow doesn't stop falling!,anger,788,2,0,question
I told you we should have stayed in town today. The weather report said hundred percent chance of snow. Why did you want to come up here?,no emotion,788,3,1,question
I wanted to show you the cabin. We only had another half-hour to go.,no emotion,788,4,0,inform
"Well, now we're stuck. What can we do?",no emotion,788,5,1,question
I don't know.,no emotion,788,6,0,inform
"I've heard that when this happens, it's important to save energy.",no emotion,788,7,1,inform
